dossier	chambre	stade	fichier	url
JORFDOLE000032669047	assemblee	Texte de la commission déposé le 21 septembre 2016	14-ta-commission-r4047-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r4047-a0.asp
JORFDOLE000032669047	senat	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution, par le Sénat le 8 février 2017	petite-loi-ameli-2016-2017-301.html	http://www.senat.fr/petite-loi-ameli/2016-2017/301.html
JORFDOLE000032669047	senat	Texte de la commission déposé le 7 décembre 2016	leg-pjl16-190.html	http://www.senat.fr/leg/pjl16-190.html
JORFDOLE000032669047	senat	Texte modifié en 1ère lecture par le Sénat le 21 décembre 2016	petite-loi-ameli-2016-2017-190.html	http://www.senat.fr/petite-loi-ameli/2016-2017/190.html
JORFDOLE000032921896	assemblee	Proposition de loi	14-propositions-pion3855.asp	http://www.assemblee-nationale.fr/14/propositions/pion3855.asp
JORFDOLE000032921896	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 20 juillet 2016	14-ta-ta0805.asp	http://www.assemblee-nationale.fr/14/ta/ta0805.asp
JORFDOLE000032921896	assemblee	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution par l'Assemblée nationale le 19 décembre 2016	14-ta-ta0862.asp	http://www.assemblee-nationale.fr/14/ta/ta0862.asp
JORFDOLE000032921896	assemblee	Texte de la CMP déposé le 30 novembre 2016	14-ta-commission-r4270-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r4270-a0.asp
JORFDOLE000032921896	assemblee	Texte de la commission déposé le 5 juillet 2016	14-ta-commission-r3921-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r3921-a0.asp
JORFDOLE000032921896	senat	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution par le Sénat le 21 décembre 2016	petite-loi-ameli-2016-2017-169.html	http://www.senat.fr/petite-loi-ameli/2016-2017/169.html
JORFDOLE000032921896	senat	Texte de la commission déposé le 19 octobre 2016	leg-ppl16-061.html	http://www.senat.fr/leg/ppl16-061.html
JORFDOLE000032921896	senat	Texte modifié en 1ère lecture par le Sénat le 2 novembre 2016	petite-loi-ameli-2016-2017-61.html	http://www.senat.fr/petite-loi-ameli/2016-2017/61.html
JORFDOLE000035518975	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 10 octobre 2017	15-ta-ta0024.asp	http://www.assemblee-nationale.fr/15/ta/ta0024.asp
JORFDOLE000035518975	assemblee	Texte adopté en lecture définitive par l'Assemblée nationale le 19 décembre 2017	15-ta-ta0062.asp	http://www.assemblee-nationale.fr/15/ta/ta0062.asp
JORFDOLE000035518975	assemblee	Texte adopté en nouvelle lecture par l'Assemblée nationale le 1er décembre 2017	15-ta-ta0040.asp	http://www.assemblee-nationale.fr/15/ta/ta0040.asp
JORFDOLE000035518975	assemblee	Texte de la commission déposé le 22 novembre 2017	15-ta-commission-r0417-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r0417-a0.asp
JORFDOLE000035518975	assemblee	Texte de la commission déposé le 27 septembre 2017‎	15-rapports-r0174.asp	http://www.assemblee-nationale.fr/15/rapports/r0174.asp
JORFDOLE000035518975	senat	Texte de la commission déposé le 25 octobre 2017	leg-pjl17-043.html	https://www.senat.fr/leg/pjl17-043.html
JORFDOLE000035518975	senat	Texte modifié en 1ère lecture par le Sénat le 8 novembre 2017	petite-loi-ameli-2017-2018-43.html	https://www.senat.fr/petite-loi-ameli/2017-2018/43.html
JORFDOLE000035518975	senat	Texte rejeté en nouvelle lecture par le Sénat le 18 décembre 2017	petite-loi-ameli-2017-2018-124.html	https://www.senat.fr/petite-loi-ameli/2017-2018/124.html
JORFDOLE000036195293	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 13 février 2018	15-ta-ta0084.asp	http://www.assemblee-nationale.fr/15/ta/ta0084.asp
JORFDOLE000036195293	assemblee	Texte adopté en lecture définitive par l'Assemblée nationale le 14 mai 2018	15-ta-tap0113.pdf	http://www.assemblee-nationale.fr/15/ta/tap0113.pdf
JORFDOLE000036195293	assemblee	Texte adopté en nouvelle lecture par l'Assemblée nationale le 12 avril 2018	15-ta-ta0110.asp	http://www.assemblee-nationale.fr/15/ta/ta0110.asp
JORFDOLE000036195293	assemblee	Texte de la commission déposé le 10 avril 2018	15-ta-commission-r0860-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r0860-a0.asp
JORFDOLE000036195293	assemblee	Texte de la commission déposé le 25 janvier 2018	15-ta-commission-r0592-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r0592-a0.asp
JORFDOLE000036195293	senat	Texte de la commission déposé le 14 mars 2018	leg-pjl17-351.html	https://www.senat.fr/leg/pjl17-351.html
JORFDOLE000036195293	senat	Texte de la commission déposé le 18 avril 2018‎	leg-pjl17-442.html	https://www.senat.fr/leg/pjl17-442.html
JORFDOLE000036195293	senat	Texte modifié en 1ère lecture par le Sénat le 21 mars 2018	petite-loi-ameli-2017-2018-351.html	https://www.senat.fr/petite-loi-ameli/2017-2018/351.html
JORFDOLE000036195293	senat	Texte modifié en nouvelle lecture par le Sénat le 19 avril 2018	petite-loi-ameli-2017-2018-442.html	https://www.senat.fr/petite-loi-ameli/2017-2018/442.html
JORFDOLE000036562265	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 30 mai 2018	15-ta-ta0121.asp	http://www.assemblee-nationale.fr/15/ta/ta0121.asp
JORFDOLE000036562265	assemblee	Texte adopté en lecture définitive par l'Assemblée nationale le 2 octobre 2018	15-ta-ta0177.asp	http://www.assemblee-nationale.fr/15/ta/ta0177.asp
JORFDOLE000036562265	assemblee	Texte adopté en nouvelle lecture par l'Assemblée nationale le 14 septembre 2018	15-ta-ta0171.asp	http://www.assemblee-nationale.fr/15/ta/ta0171.asp
JORFDOLE000036562265	assemblee	Texte de la commission déposé le 18 juillet 2018	15-ta-commission-r1175-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r1175-a0.asp
JORFDOLE000036562265	assemblee	Texte de la commission déposé le 21 avril 2018	15-ta-commission-r0902-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r0902-a0.asp
JORFDOLE000036562265	senat	Texte de la commission déposé le 13 juin 2018	leg-pjl17-571.html	https://www.senat.fr/leg/pjl17-571.html
JORFDOLE000036562265	senat	Texte modifié en 1ère lecture par le Sénat le 2 juillet 2018	petite-loi-ameli-2017-2018-571.html	https://www.senat.fr/petite-loi-ameli/2017-2018/571.html
JORFDOLE000036562265	senat	Texte rejeté en nouvelle lecture par le Sénat le 25 septembre 2018	petite-loi-ameli-2017-2018-714.html	https://www.senat.fr/petite-loi-ameli/2017-2018/714.html
JORFDOLE000036769798	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 13 juin 2018	15-ta-ta0123.asp	http://www.assemblee-nationale.fr/15/ta/ta0123.asp
JORFDOLE000036769798	assemblee	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution par l'Assemblée nationale le 3 octobre 2018	15-ta-ta0178.asp	http://www.assemblee-nationale.fr/15/ta/ta0178.asp
JORFDOLE000036769798	assemblee	Texte de la CMP déposé le 19 septembre 2018	15-ta-commission-r1253-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r1253-a0.asp
JORFDOLE000036769798	assemblee	Texte de la commission déposé le 19 mai 2018	15-ta-commission-r0971-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r0971-a0.asp
JORFDOLE000036769798	senat	Texte adopté, dans les conditions prévues à l'art 45, al 3 de la Constitution par le Sénat le 16 octobre 2018	petite-loi-ameli-2017-2018-721.html	https://www.senat.fr/petite-loi-ameli/2017-2018/721.html
JORFDOLE000036769798	senat	Texte de la commission déposé le 4 juillet 2018	leg-pjl17-631.html	https://www.senat.fr/leg/pjl17-631.html
JORFDOLE000036769798	senat	Texte modifié en 1ère lecture par le Sénat le 25 juillet 2018	petite-loi-ameli-2017-2018-631.html	https://www.senat.fr/petite-loi-ameli/2017-2018/631.html
JORFDOLE000037080861	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 9 octobre 2018	15-ta-ta0179.asp	http://www.assemblee-nationale.fr/15/ta/ta0179.asp
JORFDOLE000037080861	assemblee	Texte adopté par l'Assemblée nationale, en nouvelle lecture le 15 mars 2019‎	15-ta-ta0244.asp	http://www.assemblee-nationale.fr/15/ta/ta0244.asp
JORFDOLE000037080861	assemblee	Texte adopté, en lecture définitive, par l'Assemblée nationale le ‎11 avril 2019‎	15-ta-ta0258.asp	http://www.assemblee-nationale.fr/15/ta/ta0258.asp
JORFDOLE000037080861	assemblee	Texte de la commission déposé le 15 septembre 2018	15-ta-commission-r1237-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r1237-a0.asp
JORFDOLE000037080861	assemblee	Texte de la commission déposé le 7 mars 2019	15-ta-commission-r1761-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r1761-a0.asp
JORFDOLE000037080861	senat	Texte de la commission déposé le 17 janvier 2019	leg-pjl18-255.html	https://www.senat.fr/leg/pjl18-255.html
JORFDOLE000037080861	senat	Texte modifié en 1ère lecture par le Sénat le 12 février 2019	petite-loi-ameli-2018-2019-255.html	https://www.senat.fr/petite-loi-ameli/2018-2019/255.html
JORFDOLE000037080861	senat	Texte rejeté en nouvelle lecture par le Sénat le 10 avril 2019‎	leg-tas18-089.html	https://www.senat.fr/leg/tas18-089.html
JORFDOLE000037646678	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 18 juin 2019	15-ta-ta0286.asp	http://www.assemblee-nationale.fr/15/ta/ta0286.asp
JORFDOLE000037646678	assemblee	Texte adopté en lecture définitive par l'Assemblée nationale le 19 novembre 2019	15-ta-ta0349.asp	http://www.assemblee-nationale.fr/15/ta/ta0349.asp
JORFDOLE000037646678	assemblee	Texte adopté en nouvelle lecture par l'Assemblée nationale le 17 septembre 2019	15-ta-ta0331.asp	http://www.assemblee-nationale.fr/15/ta/ta0331.asp
JORFDOLE000037646678	assemblee	Texte de la commission déposé le 23 mai 2019	15-ta-commission-r1974-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r1974-a0.asp
JORFDOLE000037646678	assemblee	Texte de la commission déposé le 5 septembre 2019	15-ta-commission-r2206-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r2206-a0.asp
JORFDOLE000037646678	senat	Texte adopté en 1ère lecture par le Sénat le 2 avril 2019	petite-loi-ameli-2018-2019-369.html	https://www.senat.fr/petite-loi-ameli/2018-2019/369.html
JORFDOLE000037646678	senat	Texte de la commission déposé le 6 mars 2019	leg-pjl18-369.html	https://www.senat.fr/leg/pjl18-369.html
JORFDOLE000037646678	senat	Texte rejeté en nouvelle lecture par le Sénat le 5 novembre 2019	leg-tas19-021.html	https://www.senat.fr/leg/tas19-021.html
JORFDOLE000037775649	assemblee	Proposition de loi	15-propositions-pion1284.asp	http://www.assemblee-nationale.fr/15/propositions/pion1284.asp
JORFDOLE000037775649	assemblee	Texte adopté avec modifications en 2ème lecture par l'Assemblée nationale le 30 janvier 2020	15-ta-ta0394.asp	http://www.assemblee-nationale.fr/15/ta/ta0394.asp
JORFDOLE000037775649	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 6 décembre 2018	15-ta-ta0201.asp	http://www.assemblee-nationale.fr/15/ta/ta0201.asp
JORFDOLE000037775649	assemblee	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution par l'Assemblée nationale le 15 juillet 2020	dyn-15-textes-l15t0461_texte-adopte-seance	http://www.assemblee-nationale.fr/dyn/15/textes/l15t0461_texte-adopte-seance
JORFDOLE000037775649	assemblee	Texte de la CMP déposé le 1 juillet 2020	dyn-15-textes-l15b3176_texte-adopte-commission	http://www.assemblee-nationale.fr/dyn/15/textes/l15b3176_texte-adopte-commission
JORFDOLE000037775649	assemblee	Texte de la commission déposé le 22 janvier 2020	15-ta-commission-r2616-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r2616-a0.asp
JORFDOLE000037775649	assemblee	Texte de la commission déposé le 29 novembre 2018	15-ta-commission-r1448-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r1448-a0.asp
JORFDOLE000037775649	senat	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution, par le Sénat le 8 juillet 2020	petite-loi-ameli-2019-2020-587.html	https://www.senat.fr/petite-loi-ameli/2019-2020/587.html
JORFDOLE000037775649	senat	Texte de la commission déposé le 13 février 2019	leg-ppl18-311.html	https://www.senat.fr/leg/ppl18-311.html
JORFDOLE000037775649	senat	Texte de la commission déposé le 27 mai 2020	leg-ppl19-464.html	https://www.senat.fr/leg/ppl19-464.html
JORFDOLE000037775649	senat	Texte modifié en 1ère lecture par le Sénat le 21 février 2019	leg-tas18-070.html	https://www.senat.fr/leg/tas18-070.html
JORFDOLE000037775649	senat	Texte modifié en 2ème lecture par le Sénat le 4 juin 2020	leg-tas19-096.html	https://www.senat.fr/leg/tas19-096.html
JORFDOLE000038282514	assemblee	Proposition de loi	15-propositions-pion1660.asp	http://www.assemblee-nationale.fr/15/propositions/pion1660.asp
JORFDOLE000038282514	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 27 mars 2019	15-ta-ta0249.asp	http://www.assemblee-nationale.fr/15/ta/ta0249.asp
JORFDOLE000038282514	assemblee	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution par l'Assemblée nationale le 27 juin 2019	15-ta-ta0300.asp	http://www.assemblee-nationale.fr/15/ta/ta0300.asp
JORFDOLE000038282514	assemblee	Texte de la CMP déposé le 15 mai 2019	15-ta-commission-r1948-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r1948-a0.asp
JORFDOLE000038282514	assemblee	Texte de la commission déposé le 20 mars 2019	15-ta-commission-r1772-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r1772-a0.asp
JORFDOLE000038282514	senat	Texte adopté, dans les conditions prévues à l'art 45 al. 3 de la Constitution, par le Sénat le 4 juillet 2019	petite-loi-ameli-2018-2019-508.html	http://www.senat.fr/petite-loi-ameli/2018-2019/508.html
JORFDOLE000038282514	senat	Texte de la commission déposé le 10 avril 2019	leg-ppl18-441.html	https://www.senat.fr/leg/ppl18-441.html
JORFDOLE000038282514	senat	Texte modifié en 1ère lecture par le Sénat le 2 mai 2019	petite-loi-ameli-2018-2019-441.html	https://www.senat.fr/petite-loi-ameli/2018-2019/441.html
JORFDOLE000038357854	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 23 juillet 2019	15-ta-ta0326.asp	http://www.assemblee-nationale.fr/15/ta/ta0326.asp
JORFDOLE000038357854	assemblee	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution, par l’Assemblée nationale le 8 octobre 2019	15-ta-ta0342.asp	http://www.assemblee-nationale.fr/15/ta/ta0342.asp
JORFDOLE000038357854	assemblee	Texte de la commission déposé le 15 juillet 2019	15-ta-commission-r2142-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r2142-a0.asp
JORFDOLE000038357854	senat	Texte adopté en 1ère lecture par le Sénat le 22 mai 2019	petite-loi-ameli-2018-2019-502.html	https://www.senat.fr/petite-loi-ameli/2018-2019/502.html
JORFDOLE000038357854	senat	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution, par le Sénat le 26 septembre 2019	petite-loi-ameli-2018-2019-738.html	https://www.senat.fr/petite-loi-ameli/2018-2019/738.html
JORFDOLE000038357854	senat	Texte de la CMP déposé le 24 septembre 2019‎	leg-pjl18-738.html	https://www.senat.fr/leg/pjl18-738.html
JORFDOLE000038357854	senat	Texte de la commission déposé le 15 mai 2019	leg-pjl18-502.html	https://www.senat.fr/leg/pjl18-502.html
JORFDOLE000038430994	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 28 juin 2019‎	15-ta-ta0301.asp	http://www.assemblee-nationale.fr/15/ta/ta0301.asp
JORFDOLE000038430994	assemblee	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution, par l'Assemblée nationale le 11 septembre 2019	15-ta-ta0330.asp	http://www.assemblee-nationale.fr/15/ta/ta0330.asp
JORFDOLE000038430994	assemblee	Texte de la CMP déposé le 25 juillet 2019	15-ta-commission-r2193-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r2193-a0.asp
JORFDOLE000038430994	assemblee	Texte de la commission déposé le 20 juin 2019	15-ta-commission-r2063-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r2063-a0.asp
JORFDOLE000038430994	senat	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution, par le Sénat le 26 septembre 2019	petite-loi-ameli-2018-2019-700.html	https://www.senat.fr/petite-loi-ameli/2018-2019/700.html
JORFDOLE000038430994	senat	Texte de la commission déposé le 10 juillet 2019	leg-pjl18-658.html	https://www.senat.fr/leg/pjl18-658.html
JORFDOLE000038430994	senat	Texte modifié en 1ère lecture par le Sénat le 18 juillet 2019	petite-loi-ameli-2018-2019-658.html	http://www.senat.fr/petite-loi-ameli/2018-2019/658.html
JORFDOLE000038746653	assemblee	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution, par l'Assemblée nationale le 21 janvier 2020	15-ta-ta0385.asp	http://www.assemblee-nationale.fr/15/ta/ta0385.asp
JORFDOLE000038746653	assemblee	Texte de la commission déposé le 29 novembre 2019	15-ta-commission-r2454-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r2454-a0.asp
JORFDOLE000038746653	assemblee	Texte modifié en 1ère lecture par l'Assemblée nationale le 19 décembre 2019	15-ta-ta0376.asp	http://www.assemblee-nationale.fr/15/ta/ta0376.asp
JORFDOLE000038746653	senat	Texte adopté en 1ère lecture par le Sénat le 27 septembre 2019	leg-tas18-148.html	https://www.senat.fr/leg/tas18-148.html
JORFDOLE000038746653	senat	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution, par le Sénat le 30 janvier 2020	leg-tas19-054.html	https://www.senat.fr/leg/tas19-054.html
JORFDOLE000038746653	senat	Texte de la CMP déposé le 8 janvier 2020	leg-pjl19-231.html	https://www.senat.fr/leg/pjl19-231.html
JORFDOLE000038746653	senat	Texte de la commission déposé le 17 septembre 2019	leg-pjl18-728.html	https://www.senat.fr/leg/pjl18-728.html
JORFDOLE000039451785	assemblee	Proposition de loi relative à plusieurs articles de la loi pour l’équilibre des relations commerciales dans le secteur agricole et alimentaire et une alimentation saine, sûre et durable	15-propositions-pion1786.asp	http://www.assemblee-nationale.fr/15/propositions/pion1786.asp
JORFDOLE000039451785	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 4 décembre 2019	15-ta-ta0362.asp	http://www.assemblee-nationale.fr/15/ta/ta0362.asp
JORFDOLE000039451785	assemblee	Texte adopté sans modification en 2e lecture par l'Assemblée nationale le 27 mai 2020	dyn-15-textes-l15t0423_texte-adopte-seance	http://www.assemblee-nationale.fr/dyn/15/textes/l15t0423_texte-adopte-seance
JORFDOLE000039451785	assemblee	Texte de la commission déposé le 19 mai 2020	dyn-15-textes-l15b2966_texte-adopte-commission	http://www.assemblee-nationale.fr/dyn/15/textes/l15b2966_texte-adopte-commission
JORFDOLE000039451785	assemblee	Texte de la commission déposé le 27 novembre 2019	15-ta-commission-r2441-a0.asp	http://www.assemblee-nationale.fr/15/ta-commission/r2441-a0.asp
JORFDOLE000039451785	senat	Texte de la commission déposé le 20 février 2020	leg-ppl19-342.html	https://www.senat.fr/leg/ppl19-342.html
JORFDOLE000039451785	senat	Texte modifié en 1ère lecture par le Sénat le 4 mars 2020	leg-tas19-073.html	https://www.senat.fr/leg/tas19-073.html
JORFDOLE000041534356	assemblee	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution, par l'Assemblée nationale le 28 octobre 2020	dyn-15-textes-l15t0491_texte-adopte-seance	http://www.assemblee-nationale.fr/dyn/15/textes/l15t0491_texte-adopte-seance
JORFDOLE000041534356	assemblee	Texte de la commission déposé le 17 septembre 2020	dyn-15-textes-l15b3347_texte-adopte-commission	http://www.assemblee-nationale.fr/dyn/15/textes/l15b3347_texte-adopte-commission
JORFDOLE000041534356	assemblee	Texte modifié en 1ère lecture par l'Assemblée nationale le 6 octobre 2020	dyn-15-textes-l15t0484_texte-adopte-seance	http://www.assemblee-nationale.fr/dyn/15/textes/l15t0484_texte-adopte-seance
JORFDOLE000041534356	senat	Texte adopté en 1ère lecture par le Sénat le 5 mars 2020	leg-tas19-074.html	https://www.senat.fr/leg/tas19-074.html
JORFDOLE000041534356	senat	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution, par le Sénat le 27 octobre 2020	leg-tas20-010.html	https://www.senat.fr/leg/tas20-010.html
JORFDOLE000041534356	senat	Texte de la CMP déposé le 21 octobre 2020	leg-pjl20-067.html	https://www.senat.fr/leg/pjl20-067.html
JORFDOLE000041534356	senat	Texte de la commission déposé le 26 février 2020	leg-pjl19-359.html	https://www.senat.fr/leg/pjl19-359.html
JORFDOLE000041566073	assemblee	Texte adopté en lecture définitive par l'Assemblée nationale le 18 novembre 2020	dyn-15-textes-l15t0502_texte-adopte-seance	http://www.assemblee-nationale.fr/dyn/15/textes/l15t0502_texte-adopte-seance
JORFDOLE000041566073	assemblee	Texte adopté en nouvelle lecture par l'Assemblée nationale le 6 novembre 2020	dyn-15-textes-l15t0495_texte-adopte-seance	http://www.assemblee-nationale.fr/dyn/15/textes/l15t0495_texte-adopte-seance
JORFDOLE000041566073	assemblee	Texte de la commission déposé le 30 septembre 2020	dyn-15-textes-l15b3382_texte-adopte-commission	http://www.assemblee-nationale.fr/dyn/15/textes/l15b3382_texte-adopte-commission
JORFDOLE000041566073	assemblee	Texte de la commission déposé le 4 novembre 2020	dyn-15-textes-l15b3521_texte-adopte-commission	http://www.assemblee-nationale.fr/dyn/15/textes/l15b3521_texte-adopte-commission
JORFDOLE000041566073	assemblee	Texte modifié en 1ère lecture par l'Assemblée nationale le 7 octobre 2020	dyn-15-textes-l15t0487_texte-adopte-seance	http://www.assemblee-nationale.fr/dyn/15/textes/l15t0487_texte-adopte-seance
JORFDOLE000041566073	senat	Texte adopté en 1ère lecture par le Sénat le 8 juillet 2020	leg-tas19-120.html	https://www.senat.fr/leg/tas19-120.html
JORFDOLE000041566073	senat	Texte de la commission déposé le 10 novembre 2020	leg-pjl20-121.html	https://www.senat.fr/leg/pjl20-121.html
JORFDOLE000041566073	senat	Texte de la commission déposé le 24 juin 2020	leg-pjl19-553.html	https://www.senat.fr/leg/pjl19-553.html
JORFDOLE000041566073	senat	Texte modifié en nouvelle lecture par le Sénat le 17 novembre 2020	leg-tas20-023.html	https://www.senat.fr/leg/tas20-023.html
JORFDOLE000041893160	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 15 mai 2020	dyn-15-textes-l15t0420_texte-adopte-seance	http://www.assemblee-nationale.fr/dyn/15/textes/l15t0420_texte-adopte-seance
JORFDOLE000041893160	assemblee	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution, par l'Assemblée nationale le 3 juin 2020	dyn-15-textes-l15t0426_texte-adopte-seance	http://www.assemblee-nationale.fr/dyn/15/textes/l15t0426_texte-adopte-seance
JORFDOLE000041893160	assemblee	Texte de la CMP déposé le 2 juin 2020	dyn-15-textes-l15b3027_texte-adopte-commission	http://www.assemblee-nationale.fr/dyn/15/textes/l15b3027_texte-adopte-commission
JORFDOLE000041893160	assemblee	Texte de la commission déposé le 12 mai 2020	dyn-15-textes-l15b2915_texte-adopte-commission	http://www.assemblee-nationale.fr/dyn/15/textes/l15b2915_texte-adopte-commission
JORFDOLE000041893160	senat	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution, par le Sénat le 10 juin 2020	petite-loi-ameli-2019-2020-479.html	https://www.senat.fr/petite-loi-ameli/2019-2020/479.html
JORFDOLE000041893160	senat	Texte de la commission déposé le 20 mai 2020	leg-pjl19-454.html	https://www.senat.fr/leg/pjl19-454.html
JORFDOLE000041893160	senat	Texte modifié en 1ère lecture par le Sénat le 28 mai 2020	petite-loi-ameli-2019-2020-454.html	https://www.senat.fr/petite-loi-ameli/2019-2020/454.html
JORFDOLE000042458094	assemblee	Texte de la commission déposé le 18 novembre 2021	dyn-15-textes-l15b4700_texte-adopte-commission-	https://www.assemblee-nationale.fr/dyn/15/textes/l15b4700_texte-adopte-commission#
JORFDOLE000042458094	assemblee	Texte modifié en 1ère lecture par l'Assemblée nationale le 26 novembre 2021	dyn-15-textes-l15t0710_texte-adopte-seance	https://www.assemblee-nationale.fr/dyn/15/textes/l15t0710_texte-adopte-seance
JORFDOLE000042458094	senat	Proposition de loi	leg-ppl19-629.html	https://www.senat.fr/leg/ppl19-629.html
JORFDOLE000042458094	senat	Texte adopté en 1ère lecture par le Sénat le 22 octobre 2020	leg-tas20-008.html	https://www.senat.fr/leg/tas20-008.html
JORFDOLE000042458094	senat	Texte adopté sans modification en 2ème lecture par le Sénat le 24 février 2022	leg-tas21-116.html	https://www.senat.fr/leg/tas21-116.html
JORFDOLE000042458094	senat	Texte de la commission déposé le 13 octobre 2020	leg-ppl20-039.html	https://www.senat.fr/leg/ppl20-039.html
JORFDOLE000042458094	senat	Texte de la commission déposé le 16 février 2022	leg-ppl21-504.html	https://www.senat.fr/leg/ppl21-504.html
JORFDOLE000042956321	assemblee	Texte de la commission déposé le 26 mai 2021	dyn-15-textes-l15b4196_texte-adopte-commission	https://www.assemblee-nationale.fr/dyn/15/textes/l15b4196_texte-adopte-commission
JORFDOLE000042956321	assemblee	Texte modifié en 1ère lecture par l'Assemblée nationale le 10 juin 2021	dyn-15-textes-l15t0625_texte-adopte-seance	https://www.assemblee-nationale.fr/dyn/15/textes/l15t0625_texte-adopte-seance
JORFDOLE000042956321	senat	Proposition de loi	leg-ppl20-027.html	https://www.senat.fr/leg/ppl20-027.html
JORFDOLE000042956321	senat	Texte adopté en 1ère lecture par le Sénat le 12 janvier 2021	leg-tas20-042.html	https://www.senat.fr/leg/tas20-042.html
JORFDOLE000042956321	senat	Texte adopté sans modification en 2ème lecture par le Sénat le 2 novembre 2021	leg-tas21-023.html	https://www.senat.fr/leg/tas21-023.html
JORFDOLE000042956321	senat	Texte de la commission déposé le 16 décembre 2020	leg-ppl20-243.html	https://www.senat.fr/leg/ppl20-243.html
JORFDOLE000042956321	senat	Texte de la commission déposé le 20 octobre 2021	leg-ppl21-069.html	https://www.senat.fr/leg/ppl21-069.html
JORFDOLE000043113774	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 4 mai 2021	dyn-15-textes-l15t0602_texte-adopte-seance-	https://www.assemblee-nationale.fr/dyn/15/textes/l15t0602_texte-adopte-seance#
JORFDOLE000043113774	assemblee	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution par l'Assemblée nationale le 20 juillet 2021	dyn-15-textes-l15t0651_texte-adopte-seance	https://www.assemblee-nationale.fr/dyn/15/textes/l15t0651_texte-adopte-seance
JORFDOLE000043113774	assemblee	Texte de la CMP déposé le 13 juillet 2021	dyn-15-textes-l15b4336_texte-adopte-commission	https://www.assemblee-nationale.fr/dyn/15/textes/l15b4336_texte-adopte-commission
JORFDOLE000043113774	assemblee	Texte de la commission déposé le 18 mars 2021	dyn-15-textes-l15b3995_texte-adopte-commission	https://www.assemblee-nationale.fr/dyn/15/textes/l15b3995_texte-adopte-commission
JORFDOLE000043113774	senat	Texte adopté, dans les conditions prévues à l'art 45, al 3, de la Constitution par le Sénat le 20 juillet 2021	petite-loi-ameli-2020-2021-767.html	https://www.senat.fr/petite-loi-ameli/2020-2021/767.html
JORFDOLE000043113774	senat	Texte de la commission déposé le 2 juin 2021	leg-pjl20-667.html	https://www.senat.fr/leg/pjl20-667.html
