dossier	chambre	stade	fichier	url
JORFDOLE000021369332	senat	Texte de la commission déposé le 6 octobre 2010	leg-ppl10-021.html	http://www.senat.fr/leg/ppl10-021.html
JORFDOLE000021369332	senat	Texte de la commission déposé le 9 mars 2011	leg-ppl10-342.html	http://www.senat.fr/leg/ppl10-342.html
JORFDOLE000021369332	senat	Texte modifié en 1ère lecture par le Sénat le 14 décembre 2010	petite-loi-ameli-2010-2011-21.html	http://www.senat.fr/petite-loi-ameli/2010-2011/21.html
JORFDOLE000021369332	senat	Texte modifié en 2ème lecture par le Sénat le 29 mars 2011	petite-loi-ameli-2010-2011-342.html	http://www.senat.fr/petite-loi-ameli/2010-2011/342.html
JORFDOLE000021490698	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 10 juin 2010	13-ta-ta0485.asp	http://www.assemblee-nationale.fr/13/ta/ta0485.asp
JORFDOLE000021490698	assemblee	Texte adopté sans modification en 2e lecture par l'Assemblée nationale le 11 octobre 2010	13-ta-ta0541.asp	http://www.assemblee-nationale.fr/13/ta/ta0541.asp
JORFDOLE000021490698	assemblee	Texte de la commission déposé le 26 mai 2010	13-ta-commission-r2550-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r2550-a0.asp
JORFDOLE000021490698	assemblee	Texte de la commission déposé le 6 octobre 2010	13-ta-commission-r2848-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r2848-a0.asp
JORFDOLE000021490698	senat	Texte de la commission déposé le 14 septembre 2010	leg-pjl09-704.html	http://www.senat.fr/leg/pjl09-704.html
JORFDOLE000021490698	senat	Texte modifié en 1ère lecture par le Sénat le 1er octobre 2010	petite-loi-ameli-2009-2010-704.html	http://www.senat.fr/petite-loi-ameli/2009-2010/704.html
JORFDOLE000021673304	assemblee	Texte adopté en CMP par l'Assemblée nationale le 12 juillet 2010	13-ta-ta0522.asp	http://www.assemblee-nationale.fr/13/ta/ta0522.asp
JORFDOLE000021673304	assemblee	Texte de la commission déposé le 17 juin 2010	13-ta-commission-r2636-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r2636-a0.asp
JORFDOLE000021673304	assemblee	Texte modifié en 1ère lecture par l'Assemblée nationale le 6 juillet 2010	13-ta-ta0510.asp	http://www.assemblee-nationale.fr/13/ta/ta0510.asp
JORFDOLE000021673304	senat	Texte adopté en 1ère lecture par le Sénat le 29 mai 2010	petite-loi-ameli-2009-2010-437.html	http://www.senat.fr/petite-loi-ameli/2009-2010/437.html
JORFDOLE000021673304	senat	Texte adopté en CMP par le Sénat le 13 juillet 2010	petite-loi-ameli-2009-2010-654.html	http://www.senat.fr/petite-loi-ameli/2009-2010/654.html
JORFDOLE000021673304	senat	Texte de la commission déposé le 6 mai 2010	leg-pjl09-437.html	http://www.senat.fr/leg/pjl09-437.html
JORFDOLE000021901657	assemblee	Texte adopté définitivement en lecture définitive par l'Assemblée nationale le 16 novembre 2011	13-ta-ta0755.asp	http://www.assemblee-nationale.fr/13/ta/ta0755.asp
JORFDOLE000021901657	assemblee	Texte adopté en nouvelle lecture par l'Assemblée nationale le 12 juillet 2011	13-ta-ta0721.asp	http://www.assemblee-nationale.fr/13/ta/ta0721.asp
JORFDOLE000021901657	assemblee	Texte de la commission déposé le 12 juillet 2011	13-ta-commission-r3642-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r3642-a0.asp
JORFDOLE000021901657	assemblee	Texte de la commission déposé le 29 juin 2011	13-ta-commission-r3604-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r3604-a0.asp
JORFDOLE000021901657	assemblee	Texte modifié en 1ère lecture par l'Assemblée nationale le 4 juillet 2011	13-ta-ta0701.asp	http://www.assemblee-nationale.fr/13/ta/ta0701.asp
JORFDOLE000021901657	senat	Texte adopté en 1ère lecture par le Sénat le 14 avril 2011	petite-loi-ameli-2010-2011-395.html	http://www.senat.fr/petite-loi-ameli/2010-2011/395.html
JORFDOLE000021901657	senat	Texte de la commission déposé le 12 octobre 2011	leg-pjl11-025.html	http://www.senat.fr/leg/pjl11-025.html
JORFDOLE000021901657	senat	Texte de la commission déposé le 30 mars 2011	leg-pjl10-395.html	http://www.senat.fr/leg/pjl10-395.html
JORFDOLE000021901657	senat	Texte rejeté en nouvelle lecture par le Sénat le 18 octobre 2011	petite-loi-ameli-2011-2012-25.html	http://www.senat.fr/petite-loi-ameli/2011-2012/25.html
JORFDOLE000022095875	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 15 juin 2010	13-ta-ta0486.asp	http://www.assemblee-nationale.fr/13/ta/ta0486.asp
JORFDOLE000022095875	assemblee	Texte adopté sans modification en 2ème lecture par l'Assemblée Nationale le 24 novembre 2010	13-ta-ta0562.asp	http://www.assemblee-nationale.fr/13/ta/ta0562.asp
JORFDOLE000022095875	assemblee	Texte de la commission déposé le 26 mai 2010	13-ta-commission-r2557-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r2557-a0.asp
JORFDOLE000022095875	assemblee	Texte de la commission déposé le 3 novembre 2010	13-ta-commission-r2933-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r2933-a0.asp
JORFDOLE000022095875	senat	Texte de la commission déposé le 7 juillet 2010	leg-pjl09-644.html	http://www.senat.fr/leg/pjl09-644.html
JORFDOLE000022095875	senat	Texte modifié en 1ère lecture par le Sénat le 30 septembre 2010	petite-loi-ameli-2009-2010-644.html	http://www.senat.fr/petite-loi-ameli/2009-2010/644.html
JORFDOLE000023107348	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 20 décembre 2010	13-ta-ta0576.asp	http://www.assemblee-nationale.fr/13/ta/ta0576.asp
JORFDOLE000023107348	assemblee	Texte adopté en CMP par l'Assemblée nationale le 21 décembre 2010	13-ta-ta0579.asp	http://www.assemblee-nationale.fr/13/ta/ta0579.asp
JORFDOLE000023107348	assemblee	Texte de la commission déposé le 1er décembre 2010	13-ta-commission-r2996-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r2996-a0.asp
JORFDOLE000023107348	senat	Proposition de loi	leg-ppl09-693.html	http://www.senat.fr/leg/ppl09-693.html
JORFDOLE000023107348	senat	Texte adopté en 1ère lecture par le Sénat le 17 novembre 2010	petite-loi-ameli-2010-2011-86.html	http://www.senat.fr/petite-loi-ameli/2010-2011/86.html
JORFDOLE000023107348	senat	Texte adopté en CMP par le Sénat le 22 décembre 2010	petite-loi-ameli-2010-2011-193.html	http://www.senat.fr/petite-loi-ameli/2010-2011/193.html
JORFDOLE000023107348	senat	Texte de la commission déposé le 3 novembre 2010	leg-ppl10-086.html	http://www.senat.fr/leg/ppl10-086.html
JORFDOLE000024418911	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 4 octobre 2011	13-ta-ta0741.asp	http://www.assemblee-nationale.fr/13/ta/ta0741.asp
JORFDOLE000024418911	assemblee	Texte adopté en lecture définitive par l'Assemblée nationale le 19 décembre 2011	13-ta-ta0805.asp	http://www.assemblee-nationale.fr/13/ta/ta0805.asp
JORFDOLE000024418911	assemblee	Texte adopté en nouvelle lecture par l'Assemblée nationale le 23 novembre 2011	13-ta-ta0766.asp	http://www.assemblee-nationale.fr/13/ta/ta0766.asp
JORFDOLE000024418911	assemblee	Texte de la commission déposé le 16 novembre 2011	13-ta-commission-r3964-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r3964-a0.asp
JORFDOLE000024418911	assemblee	Texte de la commission déposé le 20 septembre 2011	13-ta-commission-r3725-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r3725-a0.asp
JORFDOLE000024418911	senat	Texte de la commission déposé le 19 octobre 2011	leg-pjl11-045.html	http://www.senat.fr/leg/pjl11-045.html
JORFDOLE000024418911	senat	Texte modifié en 1ère lecture par le Sénat le 27 octobre 2011	petite-loi-ameli-2011-2012-45.html	http://www.senat.fr/petite-loi-ameli/2011-2012/45.html
JORFDOLE000024418911	senat	Texte rejeté en nouvelle lecture par le Sénat le 13 décembre 2011	petite-loi-ameli-2011-2012-130.html	http://www.senat.fr/petite-loi-ameli/2011-2012/130.html
JORFDOLE000024633970	assemblee	Projet de loi	13-projets-pl3790.asp	http://www.assemblee-nationale.fr/13/projets/pl3790.asp
JORFDOLE000024633970	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 2 novembre 2011	13-ta-ta0752.asp	http://www.assemblee-nationale.fr/13/ta/ta0752.asp
JORFDOLE000024633970	assemblee	Texte adopté en lecture définitive par l'Assemblée nationale le 29 novembre 2011	13-ta-ta0777.asp	http://www.assemblee-nationale.fr/13/ta/ta0777.asp
JORFDOLE000024633970	assemblee	Texte adopté en nouvelle lecture par l'Assemblée nationale le 22 novembre 2011	13-ta-ta0763.asp	http://www.assemblee-nationale.fr/13/ta/ta0763.asp
JORFDOLE000024633970	senat	Texte modifié en 1ère lecture par le Sénat le 14 novembre 2011	leg-tas11-012.html	http://www.senat.fr/leg/tas11-012.html
JORFDOLE000024633970	senat	Texte rejeté en nouvelle lecture par le Sénat le 23 novembre 2011	petite-loi-ameli-2011-2012-124.html	http://www.senat.fr/petite-loi-ameli/2011-2012/124.html
JORFDOLE000024664321	assemblee	Proposition de loi	13-propositions-pion3584.asp	http://www.assemblee-nationale.fr/13/propositions/pion3584.asp
JORFDOLE000024664321	assemblee	Texte adopté avec modifications en 2ème lecture par l'Assemblée nationale le 28 novembre 2012	14-ta-ta0050.asp	http://www.assemblee-nationale.fr/14/ta/ta0050.asp
JORFDOLE000024664321	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 12 octobre 2011	13-ta-ta0747.asp	http://www.assemblee-nationale.fr/13/ta/ta0747.asp
JORFDOLE000024664321	assemblee	Texte de la commission déposé le 21 novembre 2012	14-ta-commission-r0434-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r0434-a0.asp
JORFDOLE000024664321	assemblee	Texte de la commission déposé le 28 septembre 2011	13-ta-commission-r3773-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r3773-a0.asp
JORFDOLE000024664321	senat	Texte adopté sans modification en 2ème lecture par le Sénat le 13 décembre 2012	petite-loi-ameli-2012-2013-202.html	http://www.senat.fr/petite-loi-ameli/2012-2013/202.html
JORFDOLE000024664321	senat	Texte de la commission déposé le 11 décembre 2012	leg-ppl12-202.html	http://www.senat.fr/leg/ppl12-202.html
JORFDOLE000024664321	senat	Texte de la commission déposé le 3 octobre 2012	leg-ppl12-009.html	http://www.senat.fr/leg/ppl12-009.html
JORFDOLE000024664321	senat	Texte modifié en 1ère lecture par le Sénat le 9 octobre 2012	petite-loi-ameli-2012-2013-9.html	http://www.senat.fr/petite-loi-ameli/2012-2013/9.html
JORFDOLE000024684762	assemblee	Proposition de loi	13-propositions-pion3706.asp	http://www.assemblee-nationale.fr/13/propositions/pion3706.asp
JORFDOLE000024684762	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 18 octobre 2011	13-ta-ta0750.asp	http://www.assemblee-nationale.fr/13/ta/ta0750.asp
JORFDOLE000024684762	assemblee	Texte adopté en lecture définitive par l'Assemblée nationale le 29 février 2012	13-ta-ta0871.asp	http://www.assemblee-nationale.fr/13/ta/ta0871.asp
JORFDOLE000024684762	assemblee	Texte adopté en nouvelle lecture par l'Assemblée nationale le 31 janvier 2012	13-ta-ta0836.asp	http://www.assemblee-nationale.fr/13/ta/ta0836.asp
JORFDOLE000024684762	assemblee	Texte de la commission déposé le 25 janvier 2012	13-ta-commission-r4217-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r4217-a0.asp
JORFDOLE000024684762	assemblee	Texte de la commission déposé le 5 octobre 2011	13-ta-commission-r3787-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r3787-a0.asp
JORFDOLE000024684762	senat	Texte rejeté en 1ère lecture par le Sénat le 10 janvier 2012	petite-loi-ameli-2011-2012-33.html	http://www.senat.fr/petite-loi-ameli/2011-2012/33.html
JORFDOLE000024684762	senat	Texte rejeté en nouvelle lecture par le Sénat le 20 février 2012	petite-loi-ameli-2011-2012-320.html	http://www.senat.fr/petite-loi-ameli/2011-2012/320.html
JORFDOLE000025197922	assemblee	Proposition de loi relative à l'organisation du service et à l'information des passagers dans les entreprises de transport aérien de passagers	13-ta-ta0829.asp	http://www.assemblee-nationale.fr/13/ta/ta0829.asp
JORFDOLE000025197922	assemblee	Texte adopté en lecture définitive par l'Assemblée nationale le 29 février 2012	13-ta-ta0874.asp	http://www.assemblee-nationale.fr/13/ta/ta0874.asp
JORFDOLE000025197922	assemblee	Texte adopté en nouvelle lecture par l'Assemblée nationale le 22 février 2012	13-ta-ta0864.asp	http://www.assemblee-nationale.fr/13/ta/ta0864.asp
JORFDOLE000025197922	assemblee	Texte de la commission déposé le 11 janvier 2012	13-ta-commission-r4157-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r4157-a0.asp
JORFDOLE000025197922	assemblee	Texte de la commission déposé le 21 février 2012	13-ta-commission-r4388-a0.asp	http://www.assemblee-nationale.fr/13/ta-commission/r4388-a0.asp
JORFDOLE000025197922	senat	Texte rejeté en 1ère lecture par le Sénat le 15 février 2012	petite-loi-ameli-2011-2012-290.html	http://www.senat.fr/petite-loi-ameli/2011-2012/290.html
JORFDOLE000025197922	senat	Texte rejeté en nouvelle lecture par le Sénat le 29 février 2012	petite-loi-ameli-2011-2012-428.html	http://www.senat.fr/petite-loi-ameli/2011-2012/428.html
JORFDOLE000026246096	assemblee	Texte de la commission déposé le 4 décembre 2012	14-ta-commission-r0469-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r0469-a0.asp
JORFDOLE000026246096	assemblee	Texte modifié en 1ère lecture par l'Assemblée nationale le 12 décembre 2012	14-ta-ta0062.asp	http://www.assemblee-nationale.fr/14/ta/ta0062.asp
JORFDOLE000026246096	senat	Texte adopté en 1ère lecture par le Sénat le 26 septembre 2012	petite-loi-ameli-2011-2012-778.html	http://www.senat.fr/petite-loi-ameli/2011-2012/778.html
JORFDOLE000026246096	senat	Texte adopté sans modification en 2ème lecture par le Sénat le 15 janvier 2013	petite-loi-ameli-2012-2013-248.html	http://www.senat.fr/petite-loi-ameli/2012-2013/248.html
JORFDOLE000026246096	senat	Texte de la commission déposé le 19 décembre 2012	leg-pjl12-248.html	http://www.senat.fr/leg/pjl12-248.html
JORFDOLE000026246096	senat	Texte de la commission déposé le 25 septembre 2012	leg-pjl11-778.html	http://www.senat.fr/leg/pjl11-778.html
JORFDOLE000026349687	assemblee	Texte adopté en CMP par l'Assemblée nationale le 15 novembre 2012	14-ta-ta0030.asp	http://www.assemblee-nationale.fr/14/ta/ta0030.asp
JORFDOLE000026349687	assemblee	Texte de la commission déposé le 3 octobre 2012	14-ta-commission-r0245-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r0245-a0.asp
JORFDOLE000026349687	assemblee	Texte modifié en 1ère lecture par l'Assemblée nationale le 10 octobre 2012	14-ta-ta0022.asp	http://www.assemblee-nationale.fr/14/ta/ta0022.asp
JORFDOLE000026349687	senat	Texte adopté en 1ère lecture par le Sénat le 26 septembre 2012	petite-loi-ameli-2011-2012-780.html	http://www.senat.fr/petite-loi-ameli/2011-2012/780.html
JORFDOLE000026349687	senat	Texte adopté en CMP par le Sénat le 7 novembre 2012	petite-loi-ameli-2012-2013-90.html	http://www.senat.fr/petite-loi-ameli/2012-2013/90.html
JORFDOLE000026349687	senat	Texte de la commission déposé le 25 septembre 2012	leg-pjl11-780.html	http://www.senat.fr/leg/pjl11-780.html
JORFDOLE000026349687	senat	Texte de la commission mixte paritaire déposé le 25 octobre 2012	leg-pjl12-090.html	http://www.senat.fr/leg/pjl12-090.html
JORFDOLE000026459244	assemblee	Proposition de loi instaurant une tarification progressive de l’énergie	14-propositions-pion0150.asp	http://www.assemblee-nationale.fr/14/propositions/pion0150.asp
JORFDOLE000026459244	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 4 octobre 2012	14-ta-ta0017.asp	http://www.assemblee-nationale.fr/14/ta/ta0017.asp
JORFDOLE000026459244	assemblee	Texte adopté en lecture définitive par l'Assemblée nationale le 11 mars 2013	14-ta-ta0094.asp	http://www.assemblee-nationale.fr/14/ta/ta0094.asp
JORFDOLE000026459244	assemblee	Texte adopté en nouvelle lecture par l'Assemblée nationale le 17 janvier 2013	14-ta-ta0080.asp	http://www.assemblee-nationale.fr/14/ta/ta0080.asp
JORFDOLE000026459244	assemblee	Texte de la commission déposé le 19 septembre 2012	14-ta-commission-r0199-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r0199-a0.asp
JORFDOLE000026459244	assemblee	Texte de la commission déposé le 9 janvier 2013	14-ta-commission-r0579-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r0579-a0.asp
JORFDOLE000026459244	senat	Texte de la commission déposé le 23 octobre 2012	leg-ppl12-071.html	http://www.senat.fr/leg/ppl12-071.html
JORFDOLE000026459244	senat	Texte modifié en nouvelle lecture par le Sénat le 14 février 2013	petite-loi-ameli-2012-2013-270.html	http://www.senat.fr/petite-loi-ameli/2012-2013/270.html
JORFDOLE000026459244	senat	Texte rejeté en 1ère lecture par le Sénat le 30 octobre 2012	petite-loi-ameli-2012-2013-19.html	http://www.senat.fr/petite-loi-ameli/2012-2013/19.html
JORFDOLE000026795365	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 19 février 2013	14-ta-ta0087.asp	http://www.assemblee-nationale.fr/14/ta/ta0087.asp
JORFDOLE000026795365	assemblee	Texte adopté en CMP par l 'Assemblée nationale le 17 juillet 2013	14-ta-ta0189.asp	http://www.assemblee-nationale.fr/14/ta/ta0189.asp
JORFDOLE000026795365	assemblee	Texte de la CMP déposé le 11 juillet 2013	14-ta-commission-r1247-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r1247-a0.asp
JORFDOLE000026795365	assemblee	Texte de la commission déposé le 29 mai 2013	14-ta-commission-r1091-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r1091-a0.asp
JORFDOLE000026795365	assemblee	Texte de la commission déposé le 7 février 2013	14-ta-commission-r0707-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r0707-a0.asp
JORFDOLE000026795365	assemblee	Texte modifié en 2ème lecture par l'Assemblée nationale le 5 juin 2013	14-ta-ta0149.asp	http://www.assemblee-nationale.fr/14/ta/ta0149.asp
JORFDOLE000026795365	senat	Texte adopté en CMP par le Sénat le 18 juillet 2013	petite-loi-ameli-2012-2013-751.html	http://www.senat.fr/petite-loi-ameli/2012-2013/751.html
JORFDOLE000026795365	senat	Texte de la commission déposé le 12 mars 2013	leg-pjl12-423.html	http://www.senat.fr/leg/pjl12-423.html
JORFDOLE000026795365	senat	Texte de la commission déposé le 19 juin 2013	leg-pjl12-682.html	http://www.senat.fr/leg/pjl12-682.html
JORFDOLE000026795365	senat	Texte modifié en 1ère lecture par le Sénat le 22 mars 2013	petite-loi-ameli-2012-2013-423.html	http://www.senat.fr/petite-loi-ameli/2012-2013/423.html
JORFDOLE000026795365	senat	Texte modifié en 2ème lecture par le Sénat le 26 juin 2013	petite-loi-ameli-2012-2013-682.html	http://www.senat.fr/petite-loi-ameli/2012-2013/682.html
JORFDOLE000026886919	assemblee	Texte adopté en CMP par l'Assemblée nationale le 24 avril 2013	14-ta-ta0124.asp	http://www.assemblee-nationale.fr/14/ta/ta0124.asp
JORFDOLE000026886919	assemblee	Texte de la CMP déposé le 17 avril 2013	14-ta-commission-r0938-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r0938-a0.asp
JORFDOLE000026886919	assemblee	Texte de la commission déposé le 28 mars 2013	14-ta-commission-r0850-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r0850-a0.asp
JORFDOLE000026886919	assemblee	Texte modifié en 1ère lecture par l'Assemblée nationale le 16 avril 2013	14-ta-ta0117.asp	http://www.assemblee-nationale.fr/14/ta/ta0117.asp
JORFDOLE000026886919	senat	Texte adopté en 1ère lecture par le Sénat le 12 février 2013	leg-tas12-096.html	http://www.senat.fr/leg/tas12-096.html
JORFDOLE000026886919	senat	Texte adopté en CMP par le Sénat le 18 avril 2013	petite-loi-ameli-2012-2013-515.html	http://www.senat.fr/petite-loi-ameli/2012-2013/515.html
JORFDOLE000026886919	senat	Texte de la commission déposé le 6 février 2013	leg-pjl12-339.html	http://www.senat.fr/leg/pjl12-339.html
JORFDOLE000027383756	assemblee	Texte adopté avec modifications en 2ème lecture par l'Assemblée nationale le 16 décembre 2013	14-ta-ta0262.asp	http://www.assemblee-nationale.fr/14/ta/ta0262.asp
JORFDOLE000027383756	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 3 juillet 2013	14-ta-ta0176.asp	http://www.assemblee-nationale.fr/14/ta/ta0176.asp
JORFDOLE000027383756	assemblee	Texte adopté en CMP par l 'Assemblée nationale le 13 février 2014	14-ta-ta0295.asp	http://www.assemblee-nationale.fr/14/ta/ta0295.asp
JORFDOLE000027383756	assemblee	Texte de la commission déposé le 13 juin 2013	14-ta-commission-r1156-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r1156-a0.asp
JORFDOLE000027383756	assemblee	Texte de la commission déposé le 21 novembre 2013	14-ta-commission-r1574-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r1574-a0.asp
JORFDOLE000027383756	assemblee	Texte de la commission mixte paritaire déposé le 6 février 2014	14-ta-commission-r1773-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r1773-a0.asp
JORFDOLE000027383756	senat	Texte adopté en CMP par le Sénat le 12 février 2014	petite-loi-ameli-2013-2014-348.html	http://www.senat.fr/petite-loi-ameli/2013-2014/348.html
JORFDOLE000027383756	senat	Texte de la commission déposé le 15 janvier 2014	leg-pjl13-283.html	http://www.senat.fr/leg/pjl13-283.html
JORFDOLE000027383756	senat	Texte de la commission déposé le 24 juillet 2013	leg-pjl12-810.html	http://www.senat.fr/leg/pjl12-810.html
JORFDOLE000027383756	senat	Texte modifié en 1ère lecture par le Sénat le 13 septembre 2013	petite-loi-ameli-2012-2013-810.html	http://www.senat.fr/petite-loi-ameli/2012-2013/810.html
JORFDOLE000027383756	senat	Texte modifié en 2ème lecture par le Sénat le 29 janvier 2014	petite-loi-ameli-2013-2014-283.html	http://www.senat.fr/petite-loi-ameli/2013-2014/283.html
JORFDOLE000027617351	assemblee	Texte adopté avec modifications en 2ème lecture par l'Assemblée nationale le 16 janvier 2014	14-ta-ta0274.asp	http://www.assemblee-nationale.fr/14/ta/ta0274.asp
JORFDOLE000027617351	assemblee	Texte adopté en 1ère lecture par l'Assemblée nationale le 17 septembre 2013	14-ta-ta0207.asp	http://www.assemblee-nationale.fr/14/ta/ta0207.asp
JORFDOLE000027617351	assemblee	Texte adopté en CMP par l 'Assemblée nationale le 19 février 2014	14-ta-ta0302.asp	http://www.assemblee-nationale.fr/14/ta/ta0302.asp
JORFDOLE000027617351	assemblee	Texte de la commission déposé le 19 décembre 2013	14-ta-commission-r1670-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r1670-a0.asp
JORFDOLE000027617351	assemblee	Texte de la commission déposé le 26 juillet 2013	14-ta-commission-r1329-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r1329-a0.asp
JORFDOLE000027617351	assemblee	Texte de la commission mixte paritaire déposé le 11 février 2014	14-ta-commission-r1787-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r1787-a0.asp
JORFDOLE000027617351	senat	Texte adopté en CMP par le Sénat le 20 février 2014	petite-loi-ameli-2013-2014-356.html	http://www.senat.fr/petite-loi-ameli/2013-2014/356.html
JORFDOLE000027617351	senat	Texte de la commission déposé le 22 janvier 2014	leg-pjl13-308.html	http://www.senat.fr/leg/pjl13-308.html
JORFDOLE000027617351	senat	Texte de la commission déposé le 9 octobre 2013	leg-pjl13-066.html	http://www.senat.fr/leg/pjl13-066.html
JORFDOLE000027617351	senat	Texte modifié en 1ère lecture par le Sénat le 26 octobre 2013	petite-loi-ameli-2013-2014-66.html	http://www.senat.fr/petite-loi-ameli/2013-2014/66.html
JORFDOLE000027617351	senat	Texte modifié en 2ème lecture par le Sénat le 31 janvier 2014	petite-loi-ameli-2013-2014-308.html	http://www.senat.fr/petite-loi-ameli/2013-2014/308.html
JORFDOLE000027654910	assemblee	Texte adopté en CMP par l 'Assemblée nationale le 23 juilet 2014	14-ta-ta0398.asp	http://www.assemblee-nationale.fr/14/ta/ta0398.asp
JORFDOLE000027654910	assemblee	Texte de la commission déposé le 18 décembre 2013	14-ta-commission-r1663-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r1663-a0.asp
JORFDOLE000027654910	assemblee	Texte de la commission déposé le 18 juin 2014	14-ta-commission-r2043-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r2043-a0.asp
JORFDOLE000027654910	assemblee	Texte modifié en 1ère lecture par l'Assemblée nationale le 28 janvier 2014	14-ta-ta0282.asp	http://www.assemblee-nationale.fr/14/ta/ta0282.asp
JORFDOLE000027654910	assemblee	Texte modifié en 2ème lecture par l'Assemblée nationale le 26 juin 2014	14-ta-ta0369.asp	http://www.assemblee-nationale.fr/14/ta/ta0369.asp
JORFDOLE000027654910	senat	Texte adopté avec modifications en 2ème lecture par le Sénat le 17 avril 2014	petite-loi-ameli-2013-2014-444.html	http://www.senat.fr/petite-loi-ameli/2013-2014/444.html
JORFDOLE000027654910	senat	Texte adopté en 1ère lecture par le Sénat le 17 septembre 2013	petite-loi-ameli-2012-2013-808.html	http://www.senat.fr/petite-loi-ameli/2012-2013/808.html
JORFDOLE000027654910	senat	Texte adopté en CMP par le Sénat le 23 juillet 2014	petite-loi-ameli-2013-2014-761.html	http://www.senat.fr/petite-loi-ameli/2013-2014/761.html
JORFDOLE000027654910	senat	Texte de la commission déposé le 24 juillet 2013	leg-pjl12-808.html	http://www.senat.fr/leg/pjl12-808.html
JORFDOLE000027654910	senat	Texte de la commission déposé le 9 avril 2014	leg-pjl13-444.html	http://www.senat.fr/leg/pjl13-444.html
JORFDOLE000027750379	assemblee	Texte adopté en CMP par l'Assemblée nationale le 21 juillet 2014	14-ta-ta0387.asp	http://www.assemblee-nationale.fr/14/ta/ta0387.asp
JORFDOLE000027750379	assemblee	Texte de la commission déposé le 17 avril 2014	14-ta-commission-r1891-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r1891-a0.asp
JORFDOLE000027750379	assemblee	Texte de la commission déposé le 18 juin 2014	14-ta-commission-r2039-a0.asp	http://www.assemblee-nationale.fr/14/ta-commission/r2039-a0.asp
JORFDOLE000027750379	assemblee	Texte modifié en 1ère lecture par l'Assemblée nationale le 20 mai 2014‎	14-ta-ta0338.asp	http://www.assemblee-nationale.fr/14/ta/ta0338.asp
JORFDOLE000027750379	assemblee	Texte modifié en 2ème lecture par l 'Assemblée nationale le 3 juillet 2014	14-ta-ta0374.asp	http://www.assemblee-nationale.fr/14/ta/ta0374.asp
JORFDOLE000027750379	senat	Texte adopté en 1ère lecture par le Sénat le 7 novembre 2013	petite-loi-ameli-2013-2014-85.html	http://www.senat.fr/petite-loi-ameli/2013-2014/85.html
JORFDOLE000027750379	senat	Texte adopté en CMP par le Sénat le 17 juillet 2014	petite-loi-ameli-2013-2014-746.html	http://www.senat.fr/petite-loi-ameli/2013-2014/746.html
JORFDOLE000027750379	senat	Texte de la CMP déposé le 16 juillet 2014	leg-pjl13-746.html	http://www.senat.fr/leg/pjl13-746.html
JORFDOLE000027750379	senat	Texte de la commission déposé le 16 octobre 2013	leg-pjl13-085.html	http://www.senat.fr/leg/pjl13-085.html
JORFDOLE000027750379	senat	Texte de la commission déposé le 27 mai 2014	leg-pjl13-564.html	http://www.senat.fr/leg/pjl13-564.html
